brand,model_number,model_name,alternatives,inches,width,height,panel,on_w,sleep_w,off_w,max_nits,hdr,certified
ASUS,VA249QGS,VA249QGS-P,VA249QGS-G|VA249QGS-J|VA249QGS-R|VA249QGS-TAA|VA249QGS-W|VA249QGSY|VA249QGSZ,23.8,1920,1080,TFT LCD,10.36,0.25,0.2,350,,2024-10-31
ASUS,VA24D,VA24D,VA24DQLB|VA24DQLB-P|VA24DQLB-J|VA24DQLB-G|VA24DQLB-W|VA24DQLBY|VA24DQLBZ|VA24DQSB|VA24DQSB-P|VA24DQSB-J|VA24DQSB-G|VA24DQSB-W|VA24DQSBY|VA24DQSBZ|C1241|C1241Q|C1241Q-P|C1241Q-J|C1241Q-G|C1241Q-W|C1241QY|C1241QZ|C1241QSB|C1241QSB-P|C1241QSB-J|C1241QSB-G|C1241QSB-W|C1241QSBY|C1241QSBZ,23.8,1920,1080,IPS LCD,9.7,0.1,0.1,300,,2024-07-08
ASUS,VA24D,VA24DQY,VA24DQ|VA24DQ-P|VA24DQ-J|VA24DQ-G|VA24DQ-W|VA24DQZ,23.8,1920,1080,IPS LCD,11.03,0.13,0.09,250,,2020-09-18
ASUS,VA24DCP,VA24DCP-P,VA24DCP-J|VA24DCP-G|VA24DCP-W|VA24DCPY|VA24DCPZ,23.8,1920,1080,IPS LCD,13.77,0.22,0.12,250,,2020-12-31
ASUS,VA24DQF,VA24DQF,VA24DQF-P|VA24DQF-J|VA24DQF-G|VA24DQF-W|VA24DQFY|VA24DQFZ|VA24DQF-R|VA24DQFR|VA24DQFR-P|VA24DQFR-J|VA24DQFR-G|VA24DQFR-W|VA24DQFRY|VA24DQFRZ|VA24DQFR-R,23.8,1920,1080,IPS LCD,9.66,0.21,0.08,250,,2024-01-05
ASUS,VA24DQFS,VA24DQFS,VA24DQFS-P|VA24DQFS-J|VA24DQFS-G|VA24DQFS-W|VA24DQFSY|VA24DQFSZ|VA24DQFS-R,23.8,1920,1080,IPS LCD,9.4,0.15,0.1,300,,2024-05-09
ASUS,VA24E,VA24ECPSN,,23.8,1920,1080,TFT LCD,13.89,0.27,0.25,250,,2022-07-07
ASUS,VA24E,VA24EQSB,VA24EQSB-G|VA24EQSB-J|VA24EQSB-P|VA24EQSB-W|VA24EQSBY|VA24EQSBZ,23.8,1080,1920,TFT LCD,14.19,0.26,0.19,369,,2019-08-05
ASUS,VA24EHF,VA24EHF-P,VA24EHF-G|VA24EHF-J|VA24EHF-W|VA24EHFY|VA24EHFZ,23.8,1920,1080,TFT LCD,11.83,0.16,0.11,250,,2023-04-11
ASUS,VA259HGA,VA259HGA-P,VA259HGA-G|VA259HGA-J|VA259HGA-W|VA259HGAY|VA259HGAZ,24.5,1920,1080,IPS LCD,14.24,0.25,0.18,300,,2024-09-26
ASUS,VA279HG,VA279HG,VA279HG-P|VA279HG-J|VA279HG-G|VA279HG-W|VA279HGY|VA279HGZ|VA279HG-R|VA27EHF2,27,1920,1080,IPS LCD,12.9,0.12,0.08,300,,2025-12-05
ASUS,VA279HG2,VA279HG2,VA279HG2-P|VA279HG2-J|VA279HG2-G|VA279HG2-W|VA279HG2Y|VA279HG2Z|VA279HG2-R|C1271HG2|C1271HG2-P|C1271HG2-J|C1271HG2-G|C1271HG2-W|C1271HG2Y|C1271HG2Z|C1271HG2-R,27,1920,1080,IPS LCD,10.2,0.14,0.11,300,,2026-07-01
ASUS,VA279HG3,VA279HG3,VA279HG3-P|VA279HG3-J|VA279HG3-G|VA279HG3-W|VA279HG3Y|VA279HG3Z|VA279HG3-R|C1271HG3|C1271HG3-P|C1271HG3-J|C1271HG3-G|C1271HG3-W|C1271HG3Y|C1271HG3Z|C1271HG3-R,27,1920,1080,IPS LCD,10,0.15,0.12,300,,2026-07-01
ASUS,VA279QG,VA279QG,VA279QG-P|VA279QG-J|VA279QG-G|VA279QG-W|VA279QGY|VA279QGZ|VA279QG-R|VA279QGSE|VA279QGSE-P|VA279QGSE-J|VA279QGSE-G|VA279QGSE-W|VA279QGSEY|VA279QGSEZ|VA279QGSE-R|C1271QGSE|VB279QG,27,1920,1080,IPS LCD,11.5,0.12,0.08,300,,2026-03-12
ASUS,VA279QGS,VA279QGS-P,VA279QGS-G|VA279QGS-J|VA279QGS-R|VA279QGS-TAA|VA279QGS-W|VA279QGSY|VA279QGSZ,27,1920,1080,TFT LCD,11.63,0.28,0.2,350,,2024-11-09
ASUS,VA27A,VA27ACFSN,VA27ACFSN-G|VA27ACFSN-J|VA27ACFSN-P|VA27ACFSN-S|VA27ACFSN-W|VA27ACFSNY|VA27ACFSNZ,27,2560,1440,TFT LCD,19.78,0.57,0.23,350,,2023-06-19
ASUS,VA27AQ,VA27AQ-P,VA27AQ-G|VA27AQ-J|VA27AQ-R|VA27AQSE-G|VA27AQSE|VA27AQSE-J|VA27AQSE-P|VA27AQSE-R|VA27AQSE-W|VA27AQSEY|VA27AQSEZ|VA27AQ-W|VA27AQY|VA27AQZ|VB27AQ,27,2560,1440,TFT LCD,19.26,0.29,0.2,350,,2025-06-30
ASUS,VA27D,VA27DQSB,VA27DQSB-P|VA27DQSB-J|VA27DQSB-G|VA27DQSB-W|VA27DQSBY|VA27DQSBZ|VA27DQ|VA27DQ-P|VA27DQ-J|VA27DQ-G|VA27DQ-W|VA27DQY|VA27DQZ,27,1920,1080,IPS LCD,12.68,0.16,0.09,250,,2021-01-05
ASUS,VA27DCP,VA27DCP,VA27DCP-P|VA27DCP-J|VA27DCP-G|VA27DCP-W|VA27DCPY|VA27DCPZ,27,1920,1080,IPS LCD,14.23,0.31,0.15,250,,2021-02-09
ASUS,VA27DQF,VA27DQF,VA27DQF-P|VA27DQF-J|VA27DQF-G|VA27DQF-W|VA27DQFY|VA27DQFZ|VA27DQF-R|VA27DQFR|VA27DQFR-P|VA27DQFR-J|VA27DQFR-G|VA27DQFR-W|VA27DQFRY|VA27DQFRZ|VA27DQFR-R,27,1920,1080,IPS LCD,10.6,0.08,0.05,250,,2024-01-04
ASUS,VA27DQFS,VA27DQFS,VA27DQFS-P|VA27DQFS-J|VA27DQFS-G|VA27DQFS-W|VA27DQFSY|VA27DQFSZ|VA27DQFS-R,27,1920,1080,IPS LCD,10.2,0.15,0.1,300,,2024-05-09
ASUS,VA27E,VA27ECPSN,,27,1920,1080,TFT LCD,13.53,0.28,0.24,300,,2022-07-15
ASUS,VA27E,VA27EQSB,,27,1080,1920,TFT LCD,14.81,0.21,0.15,250,,2019-09-09
ASUS,VA27EHF,VA27EHF-P,VA27EHF-G|VA27EHF-J|VA27EHF-R|VA27EHF-W|VA27EHFY|VA27EHFZ,27,1920,1080,TFT LCD,14.52,0.16,0.1,250,,2023-04-21
ASUS,VA27U,VA27UQSB,,27,3840,2160,TFT LCD,22.94,0.25,0.13,350,,2025-05-15
ASUS,VA27U,VA27UQSB,VA27UQSB-G|VA27UQSB-J|VA27UQSB-P|VA27UQSB-S|VA27UQSB-W|VA27UQSBY|VA27UQSBZ,27,3840,2160,TFT LCD,23.24,0.29,0.23,350,,2024-02-06
ASUS,VA27UCPS,VA27UCPS-P,VA27UCPS-G|VA27UCPS-J|VA27UCPS-R|VA27UCPS-W|VA27UCPSY|VA27UCPSZ,27,3840,2160,TFT LCD,22.57,0.45,0.22,350,,2024-06-26
ASUS,VA329HE,VA329HE,,31.5,1920,1080,TN LCD,17.56,0.11,0.1,502.7,,2021-09-28
ASUS,VA329QG3,VA329QG3,VA329QG3-G|VA329QG3-J|VA329QG3-P|VA329QG3-R|VA329QG3-W|VA329QG3Y|VA329QG3Z,31.5,1920,1080,VA LCD,15.46,0.18,0.15,300,,2026-07-02
ASUS,"VA32UQSB, VA32UQSB-P, VA32UQSB-J, VA32UQSB-G, VA32UQSB-W, VA32UQSB-R, VA32UQSB-E, VA32UQSBY, VA32UQSBZ",VA32U,VA32UQSB|VA32UQSB-P|VA32UQSB-J|VA32UQSB-G|VA32UQSB-W|VA32UQSB-R|VA32UQSB-E|VA32UQSBY|VA32UQSBZ,31.5,3840,2160,IPS LCD,26.89,0.18,0.14,250,,2026-05-26
ASUS,VA34V,VA34VCPSN,,34,3440,1440,TFT LCD,28.5,0.37,0.28,300,,2023-01-09
ASUS,VA34VCPSR,VA34VCPSR-P,VA34VCPSR-G|VA34VCPSR-J|VA34VCPSR-R|VA34VCPSR-W|VA34VCPSRY|VA34VCPSRZ,34,3440,1440,TFT LCD,31.49,0.5,0.21,300,,2024-08-02
ASUS,VG27AQML1A,VG27AQML1A,VG27AQML1AY|VG27AQML1AZ|VG27AQML1A-P|VG27AQML1A-W|VG27AQML1A-J|VG27AQML1A-R|VG27AQML1A-E|VG27AQML1A-G,27,2560,1440,IPS LCD,14.5,0.23,0.12,400,,2023-03-17
ASUS,VG34VL1A,VG34VL1A,VG34xxxxxxxx,34,3440,1440,VA LCD,29.2,0.23,0.08,300,,2022-09-13
ASUS,VP227,VP227HE,,21.5,1920,1080,TFT LCD,13.09,0.14,0.13,250,,2022-04-01
ASUS,VP227HF,VP227HF,C2222HF|C2222HF-E|C2222HF-J|C2222HF-P|C2222HF-R|C2222HF-W|C2222HFY|C2222HFZ|VP227HF-E|VP227HF-J|VP227HF-P|VP227HF-R|VP227HF-W|VP227HFY|VP227HFZ,21.5,1920,1080,VA LCD,12.02,0.14,0.1,250,,2025-05-19
ASUS,VP228,VP228QG,VP228HE,21.5,1920,1080,TFT LCD,11.01,0.22,0.17,200,,2020-05-29
ASUS,VP229,VP229QF,VP229Q2|VP229QFE|VP229QF-G|VP229QF-J|VP229QF-P|VP229QF-R|VP229QF-W|VP229QFY|VP229QFZ,21.5,1920,1080,IPS LCD,9.66,0.11,0.1,250,,2025-03-13
ASUS,VP229HF,VP229HF,C2221HF|C2221HF-J|C2221HF-P|C2221HF-R|C2221HF-W|C2221HFY|C2221HFZ|VP229HF-E|VP229HF-J|VP229HF-P|VP229HF-R|VP229HF-W|VP229HFY|VP229HFZ,21.5,1920,1080,IPS LCD,10.78,0.15,0.14,303,,2024-08-15
ASUS,VP229Q,VP229Q,VP229QE|VP229QR|VP229Q-J|VP229Q-W|VP229Q-G|VP229Q-P|VP229Q-V|VP229QY|VP229QZ|C2221Q|C2221QE|C2221QR|C2221Q-J|C2221Q-W|C2221Q-G|C2221Q-P|C2221Q-V|C2221QY|C2221QZ,21.5,1920,1080,IPS LCD,9.52,0.13,0.08,250,,2020-07-29
ASUS,VP299,VP299CL,,29,2560,1080,TFT LCD,17.29,0.48,0.21,350,,2021-05-20
ASUS,VP327Q,VP327Q,VP327Q-E|VP327Q-J|VP327Q-P|VP327Q-R|VP327Q******|VP327Q-W|VP327QY|VP327QZ,31.5,3840,2160,IPS LCD,24.72,0.11,0.09,250,,2025-04-24
ASUS,VT168,VT168HR,,15.6,1366,768,TFT LCD,6.05,0.26,0.18,220,,2021-09-28
ASUS,VT169,VT169HE-P,VT169HE-G|VT169HE-J|VT169HE-R|VT169HE|VT169HE-W|VT169HEY|VT169HEZ,15.6,1920,1080,TFT LCD,6.26,0.24,0.19,220,,2024-02-20
ASUS,VU249,VU249CFE,VU249CFE-B|VU249CFE-G|VU249CFE-M|VU249CFE-P|VU249CFE-W|VU249CFEY|VU249CFEZ,23.8,1920,1080,AAS LCD,9.91,0.15,0.12,250,,2023-07-25
ASUS,VU249H,VU249HFI,VU249HFI-B|VU249HFI-G|VU249HFI-M|VU249HFI-P|VU249HFI-W|VU249HFIY|VU249HFIZ,23.8,1920,1080,AAS Panel,9.21,0.14,0.11,300,,2024-07-29
ASUS,VU279,VU279CFE,VU279CFE-B|VU279CFE-G|VU279CFE-M|VU279CFE-P|VU279CFE-W|VU279CFEY|VU279CFEZ,27,1920,1080,AAS LCD,14.4,0.27,0.12,300,,2023-09-11
ASUS,VU279H,VU279HFI,VU279HFI-B|VU279HFI-G|VU279HFI-M|VU279HFI-P|VU279HFI-W|VU279HFIY|VU279HFIZ,27,1920,1080,AAS Panel,10.28,0.13,0.11,300,,2024-07-29
ASUS,VU34WCIP,VU34WCIP,VU34WCIP-B|VU34WCIP-G|VU34WCIP-M|VU34WCIP-P|VU34WCIP-W|VU34WCIPY|VU34WCIPZ,34,3440,1440,VA LCD,25.6,0.34,0.22,300,,2024-11-25
ASUS,VY229,VY229HE,C2223HE-G|C2223HE-J|C2223HE-P|C2223HE-R|C2223HE|C2223HE-W|C2223HEY|C2223HEZ|C2223|VY229HE-G|VY229HE-J|VY229HE-P|VY229HE-R|VY229HE-W|VY229HEY|VY229HEZ,21.5,1920,1080,TFT LCD,11.39,0.16,0.1,250,,2023-04-14
ASUS,VY229,VY229HF-P,VY229HF-G|VY229HF-J|VY229HF-R|VY229HF|VY229HF-W|VY229HFY|VY229HFZ,21.5,1920,1080,TFT LCD,12.69,0.15,0.1,250,,2024-02-22
ASUS,VY229,VY229Q,VY229Q-G|VY229Q-J|VY229Q-P|VY229Q-R|VY229Q-W|VY229QY|VY229QZ,21.5,1920,1080,TFT LCD,13.43,0.17,0.12,250,,2023-06-06
ASUS,VY249,VY249,VY249HF|VY249HF-P|VY249HF-J|VY249HF-G|VY249HF-W|VY249HFY|VY249HFZ|VY249HF-R,23.8,1920,1080,IPS LCD,11.35,0.15,0.14,250,,2023-08-10
ASUS,VY249HG2,VY249HG2,VY249HG2-G|VY249HG2-J|VY249HG2-P|VY249HG2-R|VY249HG2-W|VY249HG2Y|VY249HG2Z,23.8,1920,1080,IPS LCD,10.99,0.14,0.11,300,,2026-06-05
ASUS,VY249HG3,VY249HG3-P,VY249HG3-G|VY249HG3-J|VY249HG3-R|VY249HG3-W|VY249HG3Y|VY249HG3Z,23.8,1920,1080,TFT LCD,9.37,0.32,0.12,300,,2026-07-28
ASUS,VY249HGE,VY249HGE,VY249HGE-P|VY249HGE-J|VY249HGE-G|VY249HGE-W|VY249HGEY|VY249HGEZ,23.8,1920,1080,IPS LCD,13.4,0.16,0.11,350,,2023-01-11
ASUS,VY249HGR,VY249HGR,VY249HGR-G|VY249HGR-J|VY249HGR-P|VY249HGR-R|VY249HGR-W|VY249HGRY|VY249HGRZ,23.8,1920,1080,VA LCD,10.95,0.14,0.14,300,,2026-05-21
ASUS,VY249HGR,VY249HGR,VY249|VY249HGR-G|VY249HGR-J|VY249HGR-P|VY249HGR-R|VY249HGR-W|VY249HGRY|VY249HGRZ,23.8,1920,1080,IPS LCD,11.48,0.1,0.07,250,,2025-06-04
ASUS,VY249HGR,VY249HGR,VY249|VY249HGR-P|VY249HGR-J|VY249HGR-G|VY249HGR-W|VY249HGRY|VY249HGRZ|VY249HGR-R,23.8,1920,1080,IPS LCD,12.21,0.12,0.09,250,,2024-08-27
ASUS,VY249HGR,VY249HGR-P,VY249HGR-G|VY249HGR-J|VY249HGR-R|VY249HGR-W|VY249HGRY|VY249HGRZ,23.8,1920,1080,TFT LCD,13.31,0.11,0.09,350,,2025-05-15
ASUS,VY279,VY279HF,VY279HF-G|VY279HF-J|VY279HF-P|VY279HF-R|VY279HF-W|VY279HFY|VY279HFZ,27,1920,1080,TFT LCD,14.69,0.17,0.12,250,,2023-08-24
ASUS,VY279HG3,VY279HG3-P,VY279HG3-G|VY279HG3-J|VY279HG3-R|VY279HG3-W|VY279HG3Y|VY279HG3Z,27,1920,1080,TFT LCD,11.77,0.36,0.12,300,,2026-07-28
ASUS,VY279HGE,VY279HGE,VY279HGE-P|VY279HGE-J|VY279HGE-G|VY279HGE-W|VY279HGEY|VY279HGEZ,27,1920,1080,IPS LCD,15.5,0.16,0.11,250,,2023-01-11
ASUS,VY279HGR,VY279HGR,VY279HGR-G|VY279HGR-J|VY279HGR-P|VY279HGR-R|VY279HGR-W|VY279HGRY|VY279HGRZ,27,1920,1080,IPS LCD,11.32,0.11,0.07,250,,2025-06-04
ASUS,VY279HGR,VY279HGR,VY279HGR-G|VY279HGR-J|VY279HGR-P|VY279HGR-R|VY279HGR-W|VY279HGRY|VY279HGRZ,27,1920,1080,IPS LCD,13.87,0.13,0.09,258.4,,2024-05-24
ASUS,VY279HGR,VY279HGR-P,VY279HGR-G|VY279HGR-J|VY279HGR-R|VY279HGR-W|VY279HGRY|VY279HGRZ,27,1920,1080,TFT LCD,13.64,0.12,0.1,350,,2025-04-17
ASUS,VY27U,VY27UQ,VY27UQ-G|VY27UQ-J|VY27UQ-P|VY27UQ-R|VY27UQ-W|VY27UQY|VY27UQZ,27,3840,2160,TFT LCD,22.98,0.29,0.22,350,,2024-02-20
ASUS,VZ22E,VZ22EHE,,21.5,1920,1080,IPS LCD,10.59,0.23,0.11,250,,2023-02-13
ASUS,VZ249HG,VZ249HG,VZ249HG-G|VZ249HG-J|VZ249HG-P|VZ249HG-R|VZ249HG-W|VZ249HGY|VZ249HGZ,23.8,1920,1080,IPS LCD,12.99,0.15,0.1,250,,2025-06-18
ASUS,VZ249HG,VZ249HG,VZ249HG-G|VZ249HG-J|VZ249HG-P|VZ249HG-R|VZ249HG-W|VZ249HGY|VZ249HGZ,23.8,1920,1080,VA LCD,10.87,0.12,0.09,250,,2026-04-13
ASUS,VZ24E,VZ24EHE,VZ24EHF-G|VZ24EHF-J|VZ24EHF-P|VZ24EHF-R|VZ24EHF|VZ24EHF-W|VZ24EHFY|VZ24EHFZ,23.8,1920,1080,TFT LCD,12.59,0.2,0.17,250,,2021-06-08
ASUS,VZ279HG,VZ279HG,VZ279HG-G|VZ279HG-J|VZ279HG-P|VZ279HG-R|VZ279HG-W|VZ279HGY|VZ279HGZ,27,1920,1080,IPS LCD,13.67,0.15,0.1,250,,2025-06-18
ASUS,VZ279HG,VZ279HG,VZ279HG-G|VZ279HG-J|VZ279HG-P|VZ279HG-R|VZ279HG-W|VZ279HGY|VZ279HGZ,27,1920,1080,VA LCD,11.29,0.12,0.1,250,,2026-04-13
ASUS,VZ27E,VZ27EHE,VZ27EHF-G|VZ27EHF-J|VZ27EHF-P|VZ27EHF-R|VZ27EHF|VZ27EHF-W|VZ27EHFY|VZ27EHFZ,27,1920,1080,TFT LCD,13.77,0.18,0.13,250,,2021-05-21
ASUS,XG259CMS,XG259CMS,XG259CMS-P|XG259CMS-J|XG259CMS-G|XG259CMS-W|XG259CMS-R|XG259CMSY|XG259CMSZ|XG259CMS-E,24.5,1920,1080,IPS LCD,13.3,0.19,0.15,400,,2024-01-25
ASUS,XG27A,XG27AQMR,XG27AQMR-E|XG27AQMR-G|XG27AQMR-J|XG27AQMR-P|XG27AQMR-R|XG27AQMR-W|XG27AQMRY|XG27AQMRZ,27,2560,1440,TFT LCD,18.03,0.56,0.35,350,DisplayHDR 600,2023-02-03
ASUS,XG27WCMS,XG27WCMS,XG27WCMSY|XG27WCMSZ|XG27WCMS-P|XG27WCMS-J|XG27WCMS-E|XG27WCMS-R|XG27WCMS-W|XG27WCMS-G,27,2560,1440,IPS LCD,20.7,0.26,0.22,400,DisplayHDR 400,2024-04-12
ASUS,XG27WCS,XG27WCS,XG27WCSY|XG27WCSZ|XG27WCS-P|XG27WCS-W|XG27WCS-J|XG27WCS-R|XG27WCS-G|XG27WCS-E,27,2560,1440,IPS LCD,18.4,0.17,0.12,400,DisplayHDR 400,2024-01-04
ASUS,XG32UCG,XG32UCG-P,XG32UCG-E|XG32UCG-G|XG32UCG-J|XG32UCG-R|XG32UCG-W|XG32UCGY|XG32UCGZ,31.5,3840,2160,IPS LCD,26.9,0.29,0.24,350,,2025-03-19
ASUS,XG49W,XG49WCR,XG49WCR-E|XG49WCR-G|XG49WCR-J|XG49WCR-P|XG49WCR-R|XG49WCR-W|XG49WCRY|XG49WCRZ,49,5120,1440,TFT LCD,42.22,0.65,0.2,450,,2023-03-28
AYY,"A156K2H, A**-##, A**-###, A##*#*, A##***, A**-###***, A###*#*, A-**, A**-***, A**-****, A###*#*#*, * stands for letters(a-z&A-Z), # stands for number (0-9) # can be 0-9, * can be (a-z & A-Z).",LED MONITOR,A156K2H,15.6,1920,1080,IPS LCD,5.39,0.28,0.22,298.5,,2025-02-14
BenQ,BL2581T-B,BL2581T,BL2581TE,24.9,1920,1200,IPS LCD,12.9,0.2,0.2,300,,2019-10-24
BenQ,EW2790U-L,EW2790U,,27,3840,2160,IPS LCD,24.84,0.33,0.19,350,,2025-07-23
BenQ,GL2480-B,GL2480,GL2480E|BL2483|BL2483T|BL2483TE,24,1920,1080,TN LCD,11.1,0.2,0.1,250,,2019-10-28
BenQ,GL2780-B,GL2780,GL2780E|BL2783|BL2783E,27,1920,1080,TN LCD,13.8,0.1,0.1,300,,2020-01-06
BenQ,GW2280-B,GW2283,GW2283E|BL2283,21.5,1920,1080,IPS LCD,10.1,0.1,0.1,300,,2023-04-13
BenQ,GW2280-T,GW2283,BL2283|GW2283E,21.5,1080,1920,TFT LCD,12.99,0.29,0.25,250,,2019-12-16
BenQ,GW2291-M,GW2291,BL2291,21.5,1920,1080,IPS LCD,12.28,0.14,0.12,250,,2025-12-17
BenQ,GW2480-B,GW2480,GW2480E|BL2480,23.8,1920,1080,IPS LCD,10.2,0.2,0.1,250,,2019-11-19
BenQ,GW2480-B,GW2480,GW2480E|BL2480|GW2480L|GW2480EL|BL2480L,23.8,1920,1080,IPS LCD,10,0.2,0.1,250,,2022-05-06
BenQ,GW2485-B,GW2485TC,BL2485TC|GW2485TE,23.8,1920,1080,IPS LCD,14.29,0.36,0.28,350,,2021-07-16
BenQ,GW2486-B,GW2486TC,BL2486TC,23.8,1920,1080,IPS LCD,13.8,0.3,0.2,250,,2024-04-29
BenQ,GW2490-B,GW2490,GW2490E|BL2490|GW2490T|BL2490T,23.8,1920,1080,IPS LCD,10.7,0.21,0.15,250,,2023-12-05
BenQ,GW2490-L,GW2490,BL2490|BL2490T|GW2490E|GW2490T,23.8,1920,1080,TFT LCD,14.52,0.21,0.18,250,,2023-12-07
BenQ,GW2490C-B,GW2490C,GW2490CE|BL2490C|BL2490CE,23.8,1920,1080,IPS LCD,10.4,0.15,0.09,250,,2025-07-15
BenQ,GW2490P-L,GW2490P,BL2490P|BL2491P|GW2490PE|GW2491PE|GW2491P,23.8,1920,1080,TFT LCD,14.03,0.17,0.17,250,,2026-04-30
BenQ,GW2490TC-T,GW2490TC,BL2490TC|BL2490TE|GW2490TE,23.8,1920,1080,TFT-LCD,11.54,0.16,0.13,250,,2025-08-11
BenQ,GW2491-L,GW2491,BL2491|BL2491T|GW2491E|GW2491T,23.8,1080,1920,TFT-LCD,12.33,0.19,0.13,250,,2024-09-26
BenQ,GW2780-B,GW2780,GW2780E|BL2780|BL2780T,27,1920,1080,IPS LCD,12.9,0.2,0.1,250,,2019-10-24
BenQ,GW2785-B,GW2785TC,BL2785TC|GW2785TE,27,1920,1080,IPS LCD,16.2,0.28,0.19,300,,2021-07-15
BenQ,GW2786-B,GW2786TC,BL2786TC,27,1920,1080,IPS LCD,15,0.3,0.2,300,,2024-05-29
BenQ,GW2790-B,GW2790,GW2790E|BL2790|GW2790T|BL2790T,27,1920,1080,IPS LCD,14.8,0.2,0.14,300,,2024-01-08
BenQ,GW2790-L,GW2790,BL2790|BL2790T|GW2790E|GW2790T,27,1920,1080,TFT LCD,16.46,0.2,0.18,250,,2023-12-07
BenQ,GW2790-T,GW2790QT,BL2790QT,27,2560,1440,IPS LCD,21.8,0.2,0.19,350,,2022-12-14
BenQ,GW2790C-B,GW2790C,GW2790CE|BL2790C|BL2790CE,27,1920,1080,IPS LCD,9.8,0.15,0.1,300,,2025-07-24
BenQ,GW2790P-L,GW2790P,BL2790P|BL2791P|GW2790PE|GW2791PE|GW2791P,27,1920,1080,TFT LCD,15.77,0.18,0.14,250,,2026-04-30
BenQ,GW2790Q-J,GW2790Q,BL2790Q,27,2560,1440,IPS LCD,16.83,0.23,0.22,350,,2024-08-13
BenQ,GW2790QP-J,GW2790QP,BL2790QP,27,2560,1440,IPS LCD,17.04,0.2,0.18,350,,2026-07-20
BenQ,GW2790TC-T,GW2790TC,BL2790TC|BL2790TE|GW2790TE,27,1920,1080,TFT-LCD,12.05,0.36,0.14,300,,2025-08-05
BenQ,GW2791-L,GW2791,BL2791|BL2791T|GW2791E|GW2791T,27,1080,1920,TFT-LCD,15.86,0.23,0.16,250,,2024-09-26
BenQ,GW3290-T,GW3290QT,BL3290QT,31.5,2560,1440,IPS LCD,23.97,0.3,0.29,350,,2022-12-13
BenQ,MA270S-T,MA270S,,27,5120,2880,TFT LCD,28.4,0.25,0.22,450,,2025-12-03
BenQ,MA270U-B,MA270U,MA270UP,27,3840,2160,IPS LCD,24.2,0.26,0.19,450,,2025-09-03
BenQ,MA320U-B,MA320U,MA320UP,31.5,3840,2160,IPS LCD,27.4,0.29,0.22,550,,2025-09-12
BenQ,MA320UG-T,MA320UG,,31.5,3840,2160,TFT-LCD,27.53,0.21,0.19,450,,2026-01-06
BenQ,PD2700U-B,PD2700U,PD2700UE,27,3840,2160,IPS LCD,20.9,0.3,0.2,350,,2019-11-26
BenQ,PD2705Q-T,PD2705Q,PD2705QE,27,1440,2560,IPS LCD,22.54,0.23,0.2,300,,2020-03-01
BenQ,PD2770U-B,PD2770U,,27,3840,2160,IPS LCD,27.2,0.34,0.16,400,,2025-09-01
BenQ,RD240Q-T,RD240Q,,24,2560,1600,IPS LCD,20.58,0.33,0.29,300,,2024-02-09
BenQ,RD270Q-M,RD270Q,,27,2560,1440,IPS LCD,17.63,0.22,0.16,350,,2026-01-22
BenQ,RD280U-L,RD280U,RD280UA,28.2,3840,2560,IPS LCD,32.36,0.32,0.26,350,,2024-03-26
BenQ,RD280UG-J,RD280UG,,28.2,3840,2560,IPS LCD,28.7,0.22,0.21,350,,2025-10-30
BenQ,RD320U-T,RD320U,RD320UA,31.5,3840,2160,TFT-LCD,29.47,0.25,0.21,400,,2024-08-08
BLOOMBERG,BFP200-27,BFP200-27,,27,3840,2160,IPS LCD,22.29,0.22,0.16,400,,2020-07-30
BLOOMBERG,BFP300-24,BFP300-24,,24,2560,1440,IPS LCD,15.9,0.22,0.13,300,,2024-10-18
CIARA,B24BFH,B24BFH,B24B**,23.8,1920,1080,IPS LCD,12.05,0.52,0.1,300,,2025-08-08
CIARA,P34CUW,P34CUW,P34C**,34,3440,1440,VA LCD,24.08,0.46,0.21,300,,2025-12-18
COMPUMAX,ML2020CM,LED MONITOR,,19.4,1600,900,,9.12,0.12,0.12,120.8,,2021-10-13
COMPUMAX,ML2024CM,LED MONITOR,,24,1920,1080,,12.48,0.12,0.12,104.5,,2021-10-13
COMPUMAX,MLCX22,MLCX22,ML2022CM,21.5,1920,1080,IPS LCD,9.19,0.13,0.11,250,,2025-06-20
COMPUMAX,MLCX24,MLCX24,ML2024CM,23.8,1920,1080,IPS LCD,8.86,0.13,0.11,250,,2025-06-20
CTL,LE22BW,IP2154T,,21.5,1920,1080,TFT LCD,13.36,0.23,0.21,326.4,,2019-10-11
DELL,C2723DEt,C2723DE,,27,2560,1440,IPS LCD,20.45,0.97,0.22,350,,2022-04-28
DELL,C2724DEt,C2724DE,,27,2560,1440,IPS LCD,20.45,0.97,0.22,350,,2022-07-21
DELL,C3424WEt,C3424WE,,34,3440,1440,IPS LCD,28,1.38,0.26,300,,2022-07-21
DELL,E2020Hb,E2020H,,19.5,1600,900,TN LCD,8.4,0.1,0.1,250,,2019-09-19
DELL,E2026Hf,E2026H,,19.5,1600,900,IPS LCD,9.81,0.3,0.3,250,,2026-03-30
DELL,E2026Hf,E2026H,,19.5,1600,900,TN LCD,9.81,0.3,0.3,250,,2025-08-04
DELL,E2026Hf,E2026H,,19.5,1600,900,TN LCD,9.81,0.3,0.3,250,,2025-09-09
DELL,E2225Hf,E2225H,,21.5,1920,1080,VA LCD,12.18,0.14,0.11,250,,2024-04-16
DELL,E2225HM,E2225HMo,,21.5,1920,1080,IPS LCD,10.13,0.13,0.1,250,,2024-10-29
